INDEX_KEY,CRTR_YM,CTPV_NM,SGG_NM,DONG_NM,BDCT_TYPE_CLS,GNR_LCLAS_NM,GNR_MLSFC_NM,HLDY_YN,AVG_WTCH_NT,AVG_WTCH_HR_MIN,DAWN_WTCH_HR_MIN,MORN_WTCH_HR_MIN,AFN_WTCH_HR_MIN,NGHT_WTCH_HR_MIN
LI122100020007LI122100020007002344,202012,강원도,강릉시,구정면,LINEAR_TV,다큐,동물,1,4,36,0,3,37,18
LI122100020007LI122100020007002345,202012,강원도,강릉시,구정면,LINEAR_TV,다큐,역사,0,2,10,6,16,0,10
LI122100020007LI122100020007002346,202012,강원도,강릉시,구정면,LINEAR_TV,다큐,역사,1,1,4,7,1,0,
LI122100020007LI122100020007002347,202012,강원도,강릉시,구정면,LINEAR_TV,다큐,인물,0,2,7,0,,11,5
LI122100020007LI122100020007002348,202012,강원도,강릉시,구정면,LINEAR_TV,다큐,인물,1,2,11,16,,0,4
LI122100020007LI122100020007002349,202012,강원도,강릉시,구정면,LINEAR_TV,다큐,자연,0,2,16,11,14,11,11
LI122100020007LI122100020007002350,202012,강원도,강릉시,구정면,LINEAR_TV,다큐,자연,1,2,13,8,7,17,25
LI122100020007LI122100020007002351,202012,강원도,강릉시,내곡동,LINEAR_TV,다큐,동물,0,4,30,11,12,31,11
LI122100020007LI122100020007002352,202012,강원도,강릉시,내곡동,LINEAR_TV,다큐,동물,1,3,25,7,12,25,12
LI122100020007LI122100020007002353,202012,강원도,강릉시,내곡동,LINEAR_TV,다큐,역사,0,2,17,13,6,18,16
LI122100020007LI122100020007002354,202012,강원도,강릉시,내곡동,LINEAR_TV,다큐,역사,1,2,7,15,1,1,6
LI122100020007LI122100020007002355,202012,강원도,강릉시,내곡동,LINEAR_TV,다큐,인물,0,3,15,5,2,14,16
LI122100020007LI122100020007002356,202012,강원도,강릉시,내곡동,LINEAR_TV,다큐,인물,1,2,20,31,27,9,12
LI122100020007LI122100020007002357,202012,강원도,강릉시,내곡동,LINEAR_TV,다큐,자연,0,3,16,15,8,13,13
LI122100020007LI122100020007002358,202012,강원도,강릉시,내곡동,LINEAR_TV,다큐,자연,1,2,12,9,9,12,12
LI122100020007LI122100020007002359,202012,강원도,강릉시,내곡동,VOD,다큐,역사_문화,0,7,356,,591,129,126
LI122100020007LI122100020007002360,202012,강원도,강릉시,내곡동,VOD,다큐,역사_문화,1,5,94,,31,60,75
LI122100020007LI122100020007002361,202012,강원도,강릉시,내곡동,VOD,다큐,자연_동물,0,3,58,,52,18,72
LI122100020007LI122100020007002362,202012,강원도,강릉시,내곡동,VOD,다큐,자연_동물,1,3,44,,,44,28
LI122100020007LI122100020007002363,202012,강원도,강릉시,사천면,LINEAR_TV,다큐,동물,0,5,35,1,2,39,7
LI122100020007LI122100020007002364,202012,강원도,강릉시,사천면,LINEAR_TV,다큐,동물,1,3,20,1,0,19,13
LI122100020007LI122100020007002365,202012,강원도,강릉시,사천면,LINEAR_TV,다큐,역사,0,2,15,28,,,13
LI122100020007LI122100020007002366,202012,강원도,강릉시,사천면,LINEAR_TV,다큐,자연,0,2,8,,10,8,3
LI122100020007LI122100020007002367,202012,강원도,강릉시,사천면,LINEAR_TV,다큐,자연,1,2,16,,6,30,8
LI122100020007LI122100020007002368,202012,강원도,강릉시,성덕동,LINEAR_TV,다큐,동물,0,4,29,12,8,32,8
LI122100020007LI122100020007002369,202012,강원도,강릉시,성덕동,LINEAR_TV,다큐,동물,1,3,25,3,8,25,7
LI122100020007LI122100020007002370,202012,강원도,강릉시,성덕동,LINEAR_TV,다큐,역사,0,2,19,12,7,14,19
LI122100020007LI122100020007002371,202012,강원도,강릉시,성덕동,LINEAR_TV,다큐,역사,1,2,10,9,10,0,8
LI122100020007LI122100020007002372,202012,강원도,강릉시,성덕동,LINEAR_TV,다큐,인물,0,2,7,0,8,6,7
LI122100020007LI122100020007002373,202012,강원도,강릉시,성덕동,LINEAR_TV,다큐,인물,1,2,8,5,6,4,11
LI122100020007LI122100020007002374,202012,강원도,강릉시,성덕동,LINEAR_TV,다큐,자연,0,2,13,10,8,12,14
LI122100020007LI122100020007002375,202012,강원도,강릉시,성덕동,LINEAR_TV,다큐,자연,1,2,12,10,11,10,4
LI122100020007LI122100020007002376,202012,강원도,강릉시,성덕동,VOD,다큐,과학_우주,0,5,140,39,,101,99
LI122100020007LI122100020007002377,202012,강원도,강릉시,성덕동,VOD,다큐,역사_문화,0,4,111,,99,79,75
LI122100020007LI122100020007002378,202012,강원도,강릉시,성덕동,VOD,다큐,역사_문화,1,4,82,1,41,19,88
LI122100020007LI122100020007002379,202012,강원도,강릉시,성덕동,VOD,다큐,자연_동물,0,4,89,,7,146,48
LI122100020007LI122100020007002380,202012,강원도,강릉시,성덕동,VOD,다큐,자연_동물,1,4,65,,16,78,10
LI122100020007LI122100020007002381,202012,강원도,강릉시,성산면,LINEAR_TV,다큐,동물,0,6,49,12,5,52,3
LI122100020007LI122100020007002382,202012,강원도,강릉시,성산면,LINEAR_TV,다큐,동물,1,3,40,,0,39,41
LI122100020007LI122100020007002383,202012,강원도,강릉시,성산면,LINEAR_TV,다큐,역사,0,2,26,0,0,20,32
LI122100020007LI122100020007002384,202012,강원도,강릉시,성산면,LINEAR_TV,다큐,자연,0,2,16,4,18,21,0
LI122100020007LI122100020007002385,202012,강원도,강릉시,성산면,LINEAR_TV,다큐,자연,1,2,26,10,17,32,
LI122100020007LI122100020007002386,202012,강원도,강릉시,송정동,LINEAR_TV,다큐,동물,0,4,29,16,19,28,13
LI122100020007LI122100020007002387,202012,강원도,강릉시,송정동,LINEAR_TV,다큐,동물,1,3,22,5,14,21,12
LI122100020007LI122100020007002388,202012,강원도,강릉시,송정동,LINEAR_TV,다큐,역사,0,2,19,12,10,6,18
LI122100020007LI122100020007002389,202012,강원도,강릉시,송정동,LINEAR_TV,다큐,역사,1,2,7,13,3,1,
LI122100020007LI122100020007002390,202012,강원도,강릉시,송정동,LINEAR_TV,다큐,인물,0,2,9,24,8,1,16
LI122100020007LI122100020007002391,202012,강원도,강릉시,송정동,LINEAR_TV,다큐,인물,1,2,10,1,9,7,14
LI122100020007LI122100020007002392,202012,강원도,강릉시,송정동,LINEAR_TV,다큐,자연,0,3,20,11,14,18,26
LI122100020007LI122100020007002393,202012,강원도,강릉시,송정동,LINEAR_TV,다큐,자연,1,2,14,10,9,15,9
LI122100020007LI122100020007002394,202012,강원도,강릉시,연곡면,LINEAR_TV,다큐,동물,0,4,31,9,7,34,11
LI122100020007LI122100020007002395,202012,강원도,강릉시,연곡면,LINEAR_TV,다큐,동물,1,3,23,1,4,23,8
LI122100020007LI122100020007002396,202012,강원도,강릉시,연곡면,LINEAR_TV,다큐,역사,0,2,13,15,1,33,12
LI122100020007LI122100020007002397,202012,강원도,강릉시,연곡면,LINEAR_TV,다큐,역사,1,2,18,22,5,,19
LI122100020007LI122100020007002398,202012,강원도,강릉시,연곡면,LINEAR_TV,다큐,인물,0,2,4,16,0,2,0
LI122100020007LI122100020007002399,202012,강원도,강릉시,연곡면,LINEAR_TV,다큐,인물,1,2,6,2,3,0,12
LI122100020007LI1221000200070023100,202012,강원도,강릉시,연곡면,LINEAR_TV,다큐,자연,0,2,12,11,4,12,5
LI122100020007LI1221000200070023101,202012,강원도,강릉시,연곡면,LINEAR_TV,다큐,자연,1,2,12,18,9,9,5
LI122100020007LI1221000200070023102,202012,강원도,강릉시,옥계면,LINEAR_TV,다큐,동물,0,4,28,21,8,28,10
LI122100020007LI1221000200070023103,202012,강원도,강릉시,옥계면,LINEAR_TV,다큐,동물,1,3,27,90,14,22,4
LI122100020007LI1221000200070023104,202012,강원도,강릉시,옥계면,LINEAR_TV,다큐,역사,0,2,21,4,0,34,20
LI122100020007LI1221000200070023105,202012,강원도,강릉시,옥계면,LINEAR_TV,다큐,자연,0,2,16,22,6,12,18
LI122100020007LI1221000200070023106,202012,강원도,강릉시,옥계면,LINEAR_TV,다큐,자연,1,2,13,30,11,4,13
LI122100020007LI1221000200070023107,202012,강원도,강릉시,옥천동,LINEAR_TV,다큐,동물,0,4,37,23,8,39,9
LI122100020007LI1221000200070023108,202012,강원도,강릉시,옥천동,LINEAR_TV,다큐,동물,1,3,27,1,1,28,1
LI122100020007LI1221000200070023109,202012,강원도,강릉시,옥천동,LINEAR_TV,다큐,역사,0,2,24,14,,16,22
LI122100020007LI1221000200070023110,202012,강원도,강릉시,옥천동,LINEAR_TV,다큐,인물,0,3,17,12,,15,13
LI122100020007LI1221000200070023111,202012,강원도,강릉시,옥천동,LINEAR_TV,다큐,인물,1,2,37,7,,26,46
LI122100020007LI1221000200070023112,202012,강원도,강릉시,옥천동,LINEAR_TV,다큐,자연,0,2,10,15,6,12,1
LI122100020007LI1221000200070023113,202012,강원도,강릉시,옥천동,LINEAR_TV,다큐,자연,1,2,11,8,5,10,14
LI122100020007LI1221000200070023114,202012,강원도,강릉시,왕산면,LINEAR_TV,다큐,동물,1,3,27,,,21,15
LI122100020007LI1221000200070023115,202012,강원도,강릉시,주문진읍,LINEAR_TV,다큐,동물,0,5,41,24,15,42,11
LI122100020007LI1221000200070023116,202012,강원도,강릉시,주문진읍,LINEAR_TV,다큐,동물,1,3,31,18,13,30,7
LI122100020007LI1221000200070023117,202012,강원도,강릉시,주문진읍,LINEAR_TV,다큐,역사,0,2,18,9,11,15,19
LI122100020007LI1221000200070023118,202012,강원도,강릉시,주문진읍,LINEAR_TV,다큐,역사,1,2,8,8,5,,10
LI122100020007LI1221000200070023119,202012,강원도,강릉시,주문진읍,LINEAR_TV,다큐,인물,0,2,6,4,56,2,3
LI122100020007LI1221000200070023120,202012,강원도,강릉시,주문진읍,LINEAR_TV,다큐,인물,1,2,2,3,0,5,1
LI122100020007LI1221000200070023121,202012,강원도,강릉시,주문진읍,LINEAR_TV,다큐,자연,0,3,22,29,10,14,18
LI122100020007LI1221000200070023122,202012,강원도,강릉시,주문진읍,LINEAR_TV,다큐,자연,1,2,12,12,11,7,8
LI122100020007LI1221000200070023123,202012,강원도,강릉시,주문진읍,VOD,다큐,역사_문화,0,3,44,,7,17,51
LI122100020007LI1221000200070023124,202012,강원도,강릉시,중앙동,LINEAR_TV,다큐,동물,0,4,31,44,5,30,6
LI122100020007LI1221000200070023125,202012,강원도,강릉시,중앙동,LINEAR_TV,다큐,동물,1,3,24,12,5,25,3
LI122100020007LI1221000200070023126,202012,강원도,강릉시,중앙동,LINEAR_TV,다큐,역사,0,3,22,20,5,45,16
LI122100020007LI1221000200070023127,202012,강원도,강릉시,중앙동,LINEAR_TV,다큐,역사,1,3,38,33,18,0,26
LI122100020007LI1221000200070023128,202012,강원도,강릉시,중앙동,LINEAR_TV,다큐,인물,0,4,99,,69,12,149
LI122100020007LI1221000200070023129,202012,강원도,강릉시,중앙동,LINEAR_TV,다큐,인물,1,2,28,5,101,15,25
LI122100020007LI1221000200070023130,202012,강원도,강릉시,중앙동,LINEAR_TV,다큐,자연,0,3,14,13,32,7,12
LI122100020007LI1221000200070023131,202012,강원도,강릉시,중앙동,LINEAR_TV,다큐,자연,1,2,7,1,5,8,0
LI122100020007LI1221000200070023132,202012,강원도,강릉시,초당동,LINEAR_TV,다큐,동물,0,4,33,22,10,32,12
LI122100020007LI1221000200070023133,202012,강원도,강릉시,초당동,LINEAR_TV,다큐,동물,1,3,28,3,10,28,8
LI122100020007LI1221000200070023134,202012,강원도,강릉시,초당동,LINEAR_TV,다큐,역사,0,3,20,19,3,22,19
LI122100020007LI1221000200070023135,202012,강원도,강릉시,초당동,LINEAR_TV,다큐,역사,1,2,18,18,12,21,0
LI122100020007LI1221000200070023136,202012,강원도,강릉시,초당동,LINEAR_TV,다큐,인물,0,3,25,,40,6,44
LI122100020007LI1221000200070023137,202012,강원도,강릉시,초당동,LINEAR_TV,다큐,인물,1,2,5,0,1,6,4
LI122100020007LI1221000200070023138,202012,강원도,강릉시,초당동,LINEAR_TV,다큐,자연,0,3,22,11,36,14,21
LI122100020007LI1221000200070023139,202012,강원도,강릉시,초당동,LINEAR_TV,다큐,자연,1,3,23,21,13,23,15
LI122100020007LI1221000200070023140,202012,강원도,강릉시,포남1동,LINEAR_TV,다큐,동물,0,4,33,6,8,37,9
LI122100020007LI1221000200070023141,202012,강원도,강릉시,포남1동,LINEAR_TV,다큐,동물,1,3,28,15,7,28,10
LI122100020007LI1221000200070023142,202012,강원도,강릉시,포남1동,LINEAR_TV,다큐,역사,0,2,17,17,4,5,16
LI122100020007LI1221000200070023143,202012,강원도,강릉시,포남1동,LINEAR_TV,다큐,역사,1,2,8,8,1,31,0
LI122100020007LI1221000200070023144,202012,강원도,강릉시,포남1동,LINEAR_TV,다큐,인물,0,2,14,2,1,5,30
LI122100020007LI1221000200070023145,202012,강원도,강릉시,포남1동,LINEAR_TV,다큐,인물,1,2,16,1,20,14,11
LI122100020007LI1221000200070023146,202012,강원도,강릉시,포남1동,LINEAR_TV,다큐,자연,0,3,15,12,11,12,14
LI122100020007LI1221000200070023147,202012,강원도,강릉시,포남1동,LINEAR_TV,다큐,자연,1,2,16,7,11,16,17
LI122100020007LI1221000200070023148,202012,강원도,강릉시,포남2동,LINEAR_TV,다큐,동물,0,4,32,18,9,36,10
LI122100020007LI1221000200070023149,202012,강원도,강릉시,포남2동,LINEAR_TV,다큐,동물,1,3,29,5,8,29,10
LI122100020007LI1221000200070023150,202012,강원도,강릉시,포남2동,LINEAR_TV,다큐,역사,0,2,20,17,4,20,19
LI122100020007LI1221000200070023151,202012,강원도,강릉시,포남2동,LINEAR_TV,다큐,역사,1,2,6,8,4,4,0
LI122100020007LI1221000200070023152,202012,강원도,강릉시,포남2동,LINEAR_TV,다큐,인물,0,2,13,3,3,8,26
LI122100020007LI1221000200070023153,202012,강원도,강릉시,포남2동,LINEAR_TV,다큐,인물,1,2,16,6,22,14,13
LI122100020007LI1221000200070023154,202012,강원도,강릉시,포남2동,LINEAR_TV,다큐,자연,0,3,16,10,14,14,15
LI122100020007LI1221000200070023155,202012,강원도,강릉시,포남2동,LINEAR_TV,다큐,자연,1,2,13,8,12,13,11
LI122100020007LI1221000200070023156,202012,강원도,강릉시,홍제동,LINEAR_TV,다큐,동물,0,4,33,7,10,36,9
LI122100020007LI1221000200070023157,202012,강원도,강릉시,홍제동,LINEAR_TV,다큐,동물,1,3,23,8,5,23,12
LI122100020007LI1221000200070023158,202012,강원도,강릉시,홍제동,LINEAR_TV,다큐,역사,0,2,16,12,0,10,16
LI122100020007LI1221000200070023159,202012,강원도,강릉시,홍제동,LINEAR_TV,다큐,역사,1,2,9,13,2,1,3
LI122100020007LI1221000200070023160,202012,강원도,강릉시,홍제동,LINEAR_TV,다큐,인물,0,2,21,5,,13,36
LI122100020007LI1221000200070023161,202012,강원도,강릉시,홍제동,LINEAR_TV,다큐,인물,1,2,9,9,5,4,13
LI122100020007LI1221000200070023162,202012,강원도,강릉시,홍제동,LINEAR_TV,다큐,자연,0,2,16,11,9,16,13
LI122100020007LI1221000200070023163,202012,강원도,강릉시,홍제동,LINEAR_TV,다큐,자연,1,2,13,10,12,9,12
LI122100020007LI1221000200070023164,202012,강원도,고성군,간성읍,LINEAR_TV,다큐,동물,0,4,28,10,8,30,7
LI122100020007LI1221000200070023165,202012,강원도,고성군,간성읍,LINEAR_TV,다큐,동물,1,3,21,1,7,22,8
LI122100020007LI1221000200070023166,202012,강원도,고성군,간성읍,LINEAR_TV,다큐,역사,0,2,13,11,,0,12
LI122100020007LI1221000200070023167,202012,강원도,고성군,간성읍,LINEAR_TV,다큐,역사,1,2,19,12,27,,
LI122100020007LI1221000200070023168,202012,강원도,고성군,간성읍,LINEAR_TV,다큐,인물,1,2,20,,20,0,19
LI122100020007LI1221000200070023169,202012,강원도,고성군,간성읍,LINEAR_TV,다큐,자연,0,2,10,13,8,6,23
LI122100020007LI1221000200070023170,202012,강원도,고성군,간성읍,LINEAR_TV,다큐,자연,1,2,12,12,10,7,13
LI122100020007LI1221000200070023171,202012,강원도,고성군,거진읍,LINEAR_TV,다큐,동물,0,5,58,8,18,68,4
LI122100020007LI1221000200070023172,202012,강원도,고성군,거진읍,LINEAR_TV,다큐,동물,1,3,26,,5,32,5
LI122100020007LI1221000200070023173,202012,강원도,고성군,거진읍,LINEAR_TV,다큐,역사,0,2,19,6,0,,23
LI122100020007LI1221000200070023174,202012,강원도,고성군,거진읍,LINEAR_TV,다큐,인물,1,2,13,,,10,11
LI122100020007LI1221000200070023175,202012,강원도,고성군,거진읍,LINEAR_TV,다큐,자연,0,2,17,18,,17,0
LI122100020007LI1221000200070023176,202012,강원도,고성군,거진읍,LINEAR_TV,다큐,자연,1,2,15,21,12,7,21
LI122100020007LI1221000200070023177,202012,강원도,고성군,죽왕면,LINEAR_TV,다큐,동물,0,5,41,0,8,52,2
LI122100020007LI1221000200070023178,202012,강원도,고성군,죽왕면,LINEAR_TV,다큐,동물,1,3,26,,3,26,5
LI122100020007LI1221000200070023179,202012,강원도,고성군,죽왕면,LINEAR_TV,다큐,역사,0,2,21,18,,,21
LI122100020007LI1221000200070023180,202012,강원도,고성군,죽왕면,LINEAR_TV,다큐,자연,0,2,9,7,5,12,
LI122100020007LI1221000200070023181,202012,강원도,고성군,죽왕면,LINEAR_TV,다큐,자연,1,3,13,17,8,18,7
LI122100020007LI1221000200070023182,202012,강원도,고성군,토성면,LINEAR_TV,다큐,동물,0,4,28,26,13,27,7
LI122100020007LI1221000200070023183,202012,강원도,고성군,토성면,LINEAR_TV,다큐,동물,1,3,22,0,3,23,5
LI122100020007LI1221000200070023184,202012,강원도,고성군,토성면,LINEAR_TV,다큐,역사,0,3,22,28,,42,17
LI122100020007LI1221000200070023185,202012,강원도,고성군,토성면,LINEAR_TV,다큐,역사,1,2,23,24,0,17,
LI122100020007LI1221000200070023186,202012,강원도,고성군,토성면,LINEAR_TV,다큐,인물,0,2,15,,,1,25
LI122100020007LI1221000200070023187,202012,강원도,고성군,토성면,LINEAR_TV,다큐,인물,1,3,4,0,0,3,5
LI122100020007LI1221000200070023188,202012,강원도,고성군,토성면,LINEAR_TV,다큐,자연,0,3,20,15,,17,16
LI122100020007LI1221000200070023189,202012,강원도,고성군,토성면,LINEAR_TV,다큐,자연,1,2,13,0,18,9,11
LI122100020007LI1221000200070023190,202012,강원도,고성군,현내면,LINEAR_TV,다큐,동물,0,5,61,,5,63,39
LI122100020007LI1221000200070023191,202012,강원도,고성군,현내면,LINEAR_TV,다큐,동물,1,3,52,24,0,49,36
LI122100020007LI1221000200070023192,202012,강원도,고성군,현내면,LINEAR_TV,다큐,역사,0,2,17,54,,,12
LI122100020007LI1221000200070023193,202012,강원도,고성군,현내면,LINEAR_TV,다큐,자연,0,2,20,38,,15,0
LI122100020007LI1221000200070023194,202012,강원도,고성군,현내면,LINEAR_TV,다큐,자연,1,2,9,0,10,19,4
LI122100020007LI1221000200070023195,202012,강원도,동해시,동호동,LINEAR_TV,다큐,동물,0,4,25,9,6,27,11
LI122100020007LI1221000200070023196,202012,강원도,동해시,동호동,LINEAR_TV,다큐,동물,1,3,27,1,8,27,10
LI122100020007LI1221000200070023197,202012,강원도,동해시,동호동,LINEAR_TV,다큐,역사,0,2,21,22,30,30,19
LI122100020007LI1221000200070023198,202012,강원도,동해시,동호동,LINEAR_TV,다큐,역사,1,2,18,28,2,,
LI122100020007LI1221000200070023199,202012,강원도,동해시,동호동,LINEAR_TV,다큐,인물,0,2,13,17,0,10,19
LI122100020007LI1221000200070023200,202012,강원도,동해시,동호동,LINEAR_TV,다큐,인물,1,2,9,35,0,10,3
LI122100020007LI1221000200070023201,202012,강원도,동해시,동호동,LINEAR_TV,다큐,자연,0,2,9,10,6,10,0
LI122100020007LI1221000200070023202,202012,강원도,동해시,동호동,LINEAR_TV,다큐,자연,1,2,10,6,5,13,2
LI122100020007LI1221000200070023203,202012,강원도,동해시,망상동,LINEAR_TV,다큐,동물,0,4,38,21,7,45,6
LI122100020007LI1221000200070023204,202012,강원도,동해시,망상동,LINEAR_TV,다큐,동물,1,3,31,15,5,31,8
LI122100020007LI1221000200070023205,202012,강원도,동해시,망상동,LINEAR_TV,다큐,역사,0,2,23,20,8,12,22
LI122100020007LI1221000200070023206,202012,강원도,동해시,망상동,LINEAR_TV,다큐,역사,1,2,23,24,5,,34
LI122100020007LI1221000200070023207,202012,강원도,동해시,망상동,LINEAR_TV,다큐,인물,0,2,13,1,15,2,54
LI122100020007LI1221000200070023208,202012,강원도,동해시,망상동,LINEAR_TV,다큐,인물,1,2,27,20,0,7,50
LI122100020007LI1221000200070023209,202012,강원도,동해시,망상동,LINEAR_TV,다큐,자연,0,3,13,7,14,13,5
LI122100020007LI1221000200070023210,202012,강원도,동해시,망상동,LINEAR_TV,다큐,자연,1,2,12,3,11,12,3
LI122100020007LI1221000200070023211,202012,강원도,동해시,묵호동,LINEAR_TV,다큐,동물,0,5,54,10,9,58,28
LI122100020007LI1221000200070023212,202012,강원도,동해시,묵호동,LINEAR_TV,다큐,동물,1,4,39,12,11,37,23
LI122100020007LI1221000200070023213,202012,강원도,동해시,묵호동,LINEAR_TV,다큐,역사,0,2,21,1,15,16,23
LI122100020007LI1221000200070023214,202012,강원도,동해시,묵호동,LINEAR_TV,다큐,인물,0,3,29,9,,9,55
LI122100020007LI1221000200070023215,202012,강원도,동해시,묵호동,LINEAR_TV,다큐,인물,1,2,34,25,,27,1
LI122100020007LI1221000200070023216,202012,강원도,동해시,묵호동,LINEAR_TV,다큐,자연,0,3,21,12,5,15,27
LI122100020007LI1221000200070023217,202012,강원도,동해시,묵호동,LINEAR_TV,다큐,자연,1,2,14,6,12,14,11
LI122100020007LI1221000200070023218,202012,강원도,동해시,발한동,LINEAR_TV,다큐,동물,0,5,47,7,13,51,8
LI122100020007LI1221000200070023219,202012,강원도,동해시,발한동,LINEAR_TV,다큐,동물,1,3,31,1,11,32,5
LI122100020007LI1221000200070023220,202012,강원도,동해시,발한동,LINEAR_TV,다큐,역사,0,2,19,10,17,20,18
LI122100020007LI1221000200070023221,202012,강원도,동해시,발한동,LINEAR_TV,다큐,역사,1,2,7,11,2,1,11
